filename,width,height,class,xmin,ymin,xmax,ymax
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,237,521,250,538
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,232,525,247,541
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,247,518,256,538
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,619,404,639,422
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,607,415,649,454
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,450,435,467,448
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,466,426,472,454
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,451,425,463,443
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,582,368,600,387
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,446,421,459,441
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,479,447,495,483
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,329,425,340,455
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,367,422,384,455
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,370,413,388,439
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,315,422,335,456
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,138,532,175,582
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,179,445,215,456
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,366,393,390,443
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,412,420,436,455
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,425,417,448,455
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,406,416,424,460
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,388,417,408,454
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,375,373,396,417
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,355,381,373,431
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,380,498,400,546
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,439,439,461,482
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,452,400,481,443
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,239,553,274,585
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,157,555,176,599
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,74,563,106,595
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,229,537,274,555
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,401,551,424,571
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,405,540,438,561
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,476,485,491,527
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,386,225,407,261
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,312,1,334,23
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,293,74,327,113
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,309,99,333,141
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,205,124,248,167
2018-04-15 17_57_32-Lake Victoria.jpg,720,720,canoe,36,82,79,113
LV_pilot_5145788.jpg,750,750,canoe,396,229,448,287
2018-04-15 18_03_10-Lake Victoria.jpg,720,720,canoe,345,410,400,438
2018-04-15 17_58_03-Lake Victoria.jpg,720,720,canoe,501,483,534,508
2018-04-15 17_58_03-Lake Victoria.jpg,720,720,canoe,488,515,523,534
2018-04-15 17_58_03-Lake Victoria.jpg,720,720,canoe,335,481,368,512
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,353,344,392,364
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,329,436,375,448
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,331,429,376,443
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,342,393,383,404
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,335,402,380,417
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,348,337,386,350
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,339,377,383,392
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,339,363,384,379
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,370,330,403,342
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,353,310,387,322
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,344,319,384,328
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,346,300,388,311
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,352,291,384,301
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,346,276,384,290
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,346,268,387,279
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,352,261,387,271
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,361,251,393,262
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,355,242,393,252
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,358,216,395,228
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,354,230,394,241
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,350,224,394,233
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,368,197,399,209
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,364,188,399,200
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,357,171,396,186
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,352,154,397,169
2018-04-15 17_53_01-Lake Victoria.jpg,720,720,canoe,356,143,399,155
LV_pilot_5127079.jpg,750,750,canoe,37,480,110,511
LV_pilot_5143070.jpg,750,750,canoe,535,168,616,207
LV_pilot_5143070.jpg,750,750,canoe,230,634,313,666
LV_pilot_5143070.jpg,750,750,canoe,432,361,502,390
LV_pilot_5143070.jpg,750,750,canoe,381,292,493,331
LV_pilot_5143070.jpg,750,750,canoe,423,205,490,243
LV_pilot_5143070.jpg,750,750,canoe,544,129,607,180
LV_pilot_5580596.jpg,750,750,canoe,127,695,193,721
LV_pilot_5580596.jpg,750,750,canoe,134,719,196,740
LV_pilot_5580596.jpg,750,750,canoe,126,667,201,699
LV_pilot_5580596.jpg,750,750,canoe,126,640,181,666
LV_pilot_5580596.jpg,750,750,canoe,118,579,193,605
LV_pilot_5580596.jpg,750,750,canoe,116,546,181,566
LV_pilot_5580596.jpg,750,750,canoe,117,487,202,518
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,463,429,477,465
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,489,426,500,460
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,1,506,8,544
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,7,506,15,552
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,16,506,26,545
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,27,507,33,544
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,33,505,41,544
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,41,505,51,547
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,48,511,59,544
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,52,502,66,549
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,81,507,91,550
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,72,504,82,550
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,90,503,102,546
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,115,507,126,557
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,103,507,115,546
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,127,499,141,535
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,116,485,132,523
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,109,488,123,523
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,134,493,143,528
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,186,499,195,532
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,177,493,187,528
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,167,490,179,526
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,159,497,169,528
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,150,499,161,529
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,145,498,154,529
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,143,511,154,548
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,192,503,203,547
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,177,452,192,494
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,189,454,201,492
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,205,504,218,535
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,250,498,266,535
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,265,499,281,533
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,274,495,290,532
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,287,497,301,532
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,296,490,307,532
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,339,469,356,500
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,340,489,356,514
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,336,487,346,517
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,326,480,338,516
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,321,493,333,525
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,304,489,317,526
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,232,501,249,543
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,363,466,378,499
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,356,480,367,516
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,390,467,404,498
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,377,461,393,499
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,415,429,431,474
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,405,438,419,477
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,429,440,449,466
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,550,445,561,488
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,560,445,568,489
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,569,448,578,486
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,547,455,554,483
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,525,440,541,479
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,520,429,530,459
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,512,432,523,463
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,580,456,586,486
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,431,420,453,456
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,385,434,410,469
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,591,457,602,492
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,608,448,620,486
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,621,440,628,478
2018-04-15 17_56_35-Lake Victoria.jpg,720,720,canoe,644,426,661,465
LV_pilot_5760357.jpg,750,750,canoe,164,355,200,432
LV_pilot_5111085.jpg,750,750,canoe,65,508,112,549
LV_pilot_5111085.jpg,750,750,canoe,61,474,120,500
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,445,348,456,377
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,603,336,627,356
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,610,341,635,364
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,563,313,594,334
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,546,305,569,323
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,543,324,568,348
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,552,321,576,341
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,428,345,442,375
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,418,339,435,370
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,485,351,499,379
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,473,351,486,383
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,465,351,473,384
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,450,351,465,378
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,412,339,427,364
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,436,341,450,374
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,401,332,417,367
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,380,323,398,351
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,373,315,391,348
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,366,313,383,343
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,357,308,374,336
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,350,293,365,322
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,340,291,357,315
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,331,282,352,315
2018-04-15 18_02_40-Lake Victoria.jpg,720,720,canoe,591,341,612,361
LV_pilot_5247333.jpg,750,750,canoe,654,523,711,579
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,596,44,635,63
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,571,65,622,85
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,602,34,630,50
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,600,29,640,46
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,598,18,639,36
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,656,7,691,29
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,456,194,483,210
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,466,189,495,205
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,470,182,505,200
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,533,231,566,252
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,501,208,532,227
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,525,206,555,225
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,532,198,578,221
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,530,191,570,210
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,534,187,577,209
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,524,177,560,191
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,529,171,570,188
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,498,228,541,255
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,535,283,579,312
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,570,288,618,313
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,559,270,602,290
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,496,287,547,301
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,254,245,327,277
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,264,264,312,283
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,407,351,452,373
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,374,381,423,406
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,369,398,408,416
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,342,428,380,450
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,316,444,349,486
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,247,475,291,517
2018-04-15 17_53_30-Lake Victoria.jpg,720,720,canoe,100,466,127,509
2018-04-15 18_01_49-Lake Victoria.jpg,720,720,canoe,425,339,450,371
2018-04-15 18_01_49-Lake Victoria.jpg,720,720,canoe,449,367,474,391
2018-04-15 18_01_49-Lake Victoria.jpg,720,720,canoe,453,372,482,400
2018-04-15 18_01_49-Lake Victoria.jpg,720,720,canoe,459,380,488,406
2018-04-15 18_01_49-Lake Victoria.jpg,720,720,canoe,432,347,463,379
2018-04-15 18_01_49-Lake Victoria.jpg,720,720,canoe,415,339,438,366
2018-04-15 18_01_49-Lake Victoria.jpg,720,720,canoe,432,318,450,346
2018-04-15 18_01_49-Lake Victoria.jpg,720,720,canoe,405,323,423,354
2018-04-15 18_01_49-Lake Victoria.jpg,720,720,canoe,398,316,417,346
2018-04-15 18_01_49-Lake Victoria.jpg,720,720,canoe,387,308,405,341
2018-04-15 18_01_49-Lake Victoria.jpg,720,720,canoe,378,299,397,338
2018-04-15 18_01_49-Lake Victoria.jpg,720,720,canoe,364,287,389,331
2018-04-15 18_01_49-Lake Victoria.jpg,720,720,canoe,464,396,502,421
2018-04-15 18_01_49-Lake Victoria.jpg,720,720,canoe,425,399,450,441
2018-04-15 18_01_49-Lake Victoria.jpg,720,720,canoe,417,383,443,434
2018-04-15 18_01_49-Lake Victoria.jpg,720,720,canoe,698,380,718,423
LV_pilot_5418531.jpg,750,750,canoe,595,339,669,365
2018-04-15 17_59_33-Lake Victoria.jpg,720,720,canoe,419,165,441,204
2018-04-15 17_59_33-Lake Victoria.jpg,720,720,canoe,282,436,320,468
LV_pilot_5382828.jpg,750,750,canoe,36,314,110,356
LV_pilot_5382828.jpg,750,750,canoe,427,1,475,67
LV_pilot_5382828.jpg,750,750,canoe,474,1,542,35
LV_pilot_5382828.jpg,750,750,canoe,433,1,495,50
LV_pilot_5382828.jpg,750,750,canoe,398,1,455,70
LV_pilot_5382828.jpg,750,750,canoe,306,16,354,84
LV_pilot_5382828.jpg,750,750,canoe,198,146,256,232
LV_pilot_5382828.jpg,750,750,canoe,391,405,479,460
2018-04-15 17_58_34-Lake Victoria.jpg,720,720,canoe,592,292,608,321
2018-04-15 17_58_34-Lake Victoria.jpg,720,720,canoe,605,281,623,313
2018-04-15 17_58_34-Lake Victoria.jpg,720,720,canoe,684,250,699,276
2018-04-15 17_58_34-Lake Victoria.jpg,720,720,canoe,575,298,587,332
2018-04-15 17_58_34-Lake Victoria.jpg,720,720,canoe,556,303,568,333
2018-04-15 17_58_34-Lake Victoria.jpg,720,720,canoe,546,293,560,325
2018-04-15 17_58_34-Lake Victoria.jpg,720,720,canoe,503,307,516,334
2018-04-15 17_58_34-Lake Victoria.jpg,720,720,canoe,458,341,472,370
2018-04-15 17_58_34-Lake Victoria.jpg,720,720,canoe,462,297,481,322
2018-04-15 17_58_34-Lake Victoria.jpg,720,720,canoe,458,255,471,287
2018-04-15 17_58_34-Lake Victoria.jpg,720,720,canoe,417,305,444,326
2018-04-15 17_58_34-Lake Victoria.jpg,720,720,canoe,368,348,388,365
2018-04-15 17_58_34-Lake Victoria.jpg,720,720,canoe,342,345,370,353
LV_pilot_5103034.jpg,750,750,canoe,568,348,634,382
LV_pilot_5103034.jpg,750,750,canoe,547,348,604,380
LV_pilot_5103034.jpg,750,750,canoe,462,81,572,173
LV_pilot_5103034.jpg,750,750,canoe,481,140,552,190
LV_pilot_5103034.jpg,750,750,canoe,499,154,561,208
LV_pilot_5103034.jpg,750,750,canoe,519,174,581,198
LV_pilot_5103034.jpg,750,750,canoe,532,198,605,235
2018-04-15 18_03_27-Lake Victoria.jpg,720,720,canoe,80,213,106,225
2018-04-15 18_03_27-Lake Victoria.jpg,720,720,canoe,291,403,309,458
2018-04-15 18_03_27-Lake Victoria.jpg,720,720,canoe,576,350,592,377
2018-04-15 18_03_27-Lake Victoria.jpg,720,720,canoe,681,246,691,275
2018-04-15 18_03_27-Lake Victoria.jpg,720,720,canoe,568,357,585,379
2018-04-15 18_03_27-Lake Victoria.jpg,720,720,canoe,586,339,599,361
2018-04-15 18_03_27-Lake Victoria.jpg,720,720,canoe,561,363,575,386
2018-04-15 18_03_27-Lake Victoria.jpg,720,720,canoe,593,337,604,361
2018-04-15 18_03_27-Lake Victoria.jpg,720,720,canoe,556,370,574,392
2018-04-15 18_03_27-Lake Victoria.jpg,720,720,canoe,600,333,613,354
2018-04-15 18_03_27-Lake Victoria.jpg,720,720,canoe,673,242,682,276
2018-04-15 18_03_27-Lake Victoria.jpg,720,720,canoe,530,260,569,278
2018-04-15 18_03_27-Lake Victoria.jpg,720,720,canoe,496,351,534,398
2018-04-15 18_04_35-Lake Victoria.jpg,720,720,canoe,341,474,376,490
2018-04-15 18_04_35-Lake Victoria.jpg,720,720,canoe,350,541,374,554
2018-04-15 18_04_35-Lake Victoria.jpg,720,720,canoe,344,486,375,500
2018-04-15 18_04_35-Lake Victoria.jpg,720,720,canoe,355,551,376,561
2018-04-15 18_04_35-Lake Victoria.jpg,720,720,canoe,347,464,376,479
2018-04-15 18_04_35-Lake Victoria.jpg,720,720,canoe,379,458,403,474
2018-04-15 18_04_35-Lake Victoria.jpg,720,720,canoe,346,439,370,454
2018-04-15 18_04_35-Lake Victoria.jpg,720,720,canoe,352,455,377,465
2018-04-15 18_04_35-Lake Victoria.jpg,720,720,canoe,335,386,364,398
2018-04-15 18_04_35-Lake Victoria.jpg,720,720,canoe,338,352,368,362
2018-04-15 18_04_35-Lake Victoria.jpg,720,720,canoe,337,328,368,343
2018-04-15 18_04_35-Lake Victoria.jpg,720,720,canoe,703,144,712,170
2018-04-15 18_04_35-Lake Victoria.jpg,720,720,canoe,342,420,370,429
2018-04-15 18_04_35-Lake Victoria.jpg,720,720,canoe,708,139,720,171
2018-04-15 18_04_35-Lake Victoria.jpg,720,720,canoe,337,277,368,290
2018-04-15 18_04_35-Lake Victoria.jpg,720,720,canoe,342,304,368,318
2018-04-15 18_04_35-Lake Victoria.jpg,720,720,canoe,333,265,370,279
2018-04-15 18_04_35-Lake Victoria.jpg,720,720,canoe,346,235,378,252
2018-04-15 18_04_35-Lake Victoria.jpg,720,720,canoe,379,186,412,207
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,399,37,421,60
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,412,25,434,53
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,397,44,416,62
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,326,191,347,215
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,362,174,396,217
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,414,404,432,432
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,435,414,455,447
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,401,395,421,435
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,409,434,434,467
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,327,323,353,346
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,309,304,352,323
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,329,331,364,357
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,362,356,387,379
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,400,60,436,87
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,417,93,447,115
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,388,69,421,97
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,344,172,373,195
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,365,148,386,171
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,352,118,389,133
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,357,104,397,119
2018-04-15 18_02_14-Lake Victoria.jpg,720,720,canoe,398,155,449,173
2018-04-15 17_59_49-Lake Victoria.jpg,720,720,canoe,352,636,396,648
2018-04-15 17_59_49-Lake Victoria.jpg,720,720,canoe,357,620,395,632
2018-04-15 17_59_49-Lake Victoria.jpg,720,720,canoe,349,600,384,620
2018-04-15 17_59_49-Lake Victoria.jpg,720,720,canoe,345,562,379,581
2018-04-15 17_59_49-Lake Victoria.jpg,720,720,canoe,339,555,379,570
2018-04-15 17_59_49-Lake Victoria.jpg,720,720,canoe,341,533,372,548
2018-04-15 17_59_49-Lake Victoria.jpg,720,720,canoe,336,522,373,533
2018-04-15 17_59_49-Lake Victoria.jpg,720,720,canoe,325,501,361,511
2018-04-15 17_59_49-Lake Victoria.jpg,720,720,canoe,356,453,372,491
2018-04-15 17_56_50-Lake Victoria.jpg,720,720,canoe,360,348,376,375
2018-04-15 17_56_50-Lake Victoria.jpg,720,720,canoe,370,353,384,378
2018-04-15 17_56_50-Lake Victoria.jpg,720,720,canoe,362,433,381,467
2018-04-15 17_56_50-Lake Victoria.jpg,720,720,canoe,382,449,400,485
2018-04-15 17_56_50-Lake Victoria.jpg,720,720,canoe,402,433,435,475
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,563,306,577,349
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,576,301,589,344
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,590,304,601,339
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,695,298,706,339
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,704,307,715,340
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,684,304,694,340
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,671,301,682,338
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,660,306,670,339
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,645,304,659,340
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,625,293,639,331
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,549,314,564,344
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,539,307,550,349
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,518,302,532,347
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,511,302,519,344
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,501,304,510,341
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,491,307,501,342
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,482,309,493,340
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,471,302,480,343
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,460,302,473,346
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,453,301,464,340
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,445,297,454,336
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,435,294,446,331
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,429,306,441,339
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,408,274,421,306
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,401,291,415,329
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,392,288,405,323
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,386,307,400,341
2018-04-15 18_05_32-Lake Victoria.jpg,720,720,canoe,382,275,393,308
